VentaID,Fecha,ProductoID,TiendaID,Cantidad,PrecioUnitario,Ingreso,StockActual,NombreTienda,Ciudad,Canal,NombreProducto,Categoría,CostoUnitario,Mes,Mes_Nombre,Margen
388,2025-03-14,44,10,2,307.58,615.16,181,Tienda 10,Frederickburgh,Físico,Electrónica Sell 44,Electrónica,167.65,3,March,139.92999999999998
389,2024-12-08,36,10,4,331.35,1325.4,67,Tienda 10,Frederickburgh,Físico,Electrónica Around 36,Electrónica,39.18,12,December,292.17
390,2025-02-18,14,4,2,331.85,663.7,171,Tienda 4,Murphyshire,Físico,Ropa Cell 14,Ropa,274.44,2,February,57.410000000000025
391,2025-01-14,36,6,4,331.35,1325.4,67,Tienda 6,Smithstad,Online,Electrónica Around 36,Electrónica,39.18,1,January,292.17
392,2025-02-12,42,4,5,66.76,333.8,54,Tienda 4,Murphyshire,Físico,Juguetes Inside 42,Juguetes,271.07,2,February,-204.31
393,2025-01-21,49,3,2,336.82,673.64,168,Tienda 3,South Anthony,Online,Deportes Bag 49,Deportes,107.5,1,January,229.32
394,2025-04-11,42,5,4,66.76,267.04,54,Tienda 5,New Kristen,Físico,Juguetes Inside 42,Juguetes,271.07,4,April,-204.31
395,2025-04-04,31,10,1,462.0,462.0,4,Tienda 10,Frederickburgh,Físico,Ropa Across 31,Ropa,341.72,4,April,120.27999999999997
396,2025-05-04,8,6,1,284.42,284.42,62,Tienda 6,Smithstad,Online,Juguetes Seat 8,Juguetes,68.73,5,May,215.69
397,2025-02-02,47,4,5,480.93,2404.65,95,Tienda 4,Murphyshire,Físico,Deportes Decide 47,Deportes,84.08,2,February,396.85
398,2025-02-24,3,9,3,258.87,776.61,85,Tienda 9,Nobleside,Físico,Deportes Notice 3,Deportes,21.45,2,February,237.42000000000002
399,2024-11-23,46,1,4,95.12,380.48,56,Tienda 1,New Michael,Online,Electrónica All 46,Electrónica,315.94,11,November,-220.82
400,2024-12-19,50,9,3,260.09,780.27,123,Tienda 9,Nobleside,Físico,Electrónica Teacher 50,Electrónica,20.14,12,December,239.95
401,2024-11-22,31,9,5,462.0,2310.0,4,Tienda 9,Nobleside,Físico,Ropa Across 31,Ropa,341.72,11,November,120.27999999999997
402,2025-05-06,8,1,2,284.42,568.84,62,Tienda 1,New Michael,Online,Juguetes Seat 8,Juguetes,68.73,5,May,215.69
403,2025-05-20,12,2,4,184.91,739.64,160,Tienda 2,South Natasha,Físico,Electrónica Election 12,Electrónica,250.44,5,May,-65.53
404,2025-04-20,25,9,3,79.54,238.62,73,Tienda 9,Nobleside,Físico,Deportes Spring 25,Deportes,43.45,4,April,36.09
405,2024-12-31,17,9,4,424.42,1697.68,70,Tienda 9,Nobleside,Físico,Ropa Another 17,Ropa,146.82,12,December,277.6
406,2025-01-16,7,3,3,326.05,978.15,191,Tienda 3,South Anthony,Online,Hogar East 7,Hogar,25.6,1,January,300.45
407,2025-05-08,6,3,5,100.06,500.3,125,Tienda 3,South Anthony,Online,Electrónica Side 6,Electrónica,337.64,5,May,-237.57999999999998
408,2025-05-16,43,7,1,370.51,370.51,148,Tienda 7,West Chadborough,Online,Deportes Market 43,Deportes,63.95,5,May,306.56
409,2024-12-28,6,2,1,100.06,100.06,125,Tienda 2,South Natasha,Físico,Electrónica Side 6,Electrónica,337.64,12,December,-237.57999999999998
410,2025-01-20,43,4,3,370.51,1111.53,148,Tienda 4,Murphyshire,Físico,Deportes Market 43,Deportes,63.95,1,January,306.56
411,2025-01-10,22,3,1,390.92,390.92,66,Tienda 3,South Anthony,Online,Electrónica Serve 22,Electrónica,349.9,1,January,41.02000000000004
412,2024-12-15,5,1,5,402.4,2012.0,63,Tienda 1,New Michael,Online,Electrónica Black 5,Electrónica,95.72,12,December,306.67999999999995
413,2024-11-24,48,6,4,294.3,1177.2,46,Tienda 6,Smithstad,Online,Juguetes Rule 48,Juguetes,378.19,11,November,-83.88999999999999
414,2025-04-17,9,9,2,261.46,522.92,181,Tienda 9,Nobleside,Físico,Ropa Against 9,Ropa,112.32,4,April,149.14
415,2024-12-13,11,4,2,401.47,802.94,168,Tienda 4,Murphyshire,Físico,Juguetes Seat 11,Juguetes,302.7,12,December,98.77000000000004
416,2025-05-15,22,3,2,390.92,781.84,66,Tienda 3,South Anthony,Online,Electrónica Serve 22,Electrónica,349.9,5,May,41.02000000000004
417,2025-04-01,25,1,2,79.54,159.08,73,Tienda 1,New Michael,Online,Deportes Spring 25,Deportes,43.45,4,April,36.09
418,2024-12-29,8,1,5,284.42,1422.1,62,Tienda 1,New Michael,Online,Juguetes Seat 8,Juguetes,68.73,12,December,215.69
419,2024-12-27,23,4,2,312.51,625.02,133,Tienda 4,Murphyshire,Físico,Deportes About 23,Deportes,177.18,12,December,135.32999999999998
420,2025-05-17,34,6,3,219.82,659.46,93,Tienda 6,Smithstad,Online,Ropa System 34,Ropa,183.17,5,May,36.650000000000006
421,2025-02-25,9,1,5,261.46,1307.3,181,Tienda 1,New Michael,Online,Ropa Against 9,Ropa,112.32,2,February,149.14
422,2024-11-27,7,7,5,326.05,1630.25,191,Tienda 7,West Chadborough,Online,Hogar East 7,Hogar,25.6,11,November,300.45
423,2025-03-22,20,1,4,122.66,490.64,117,Tienda 1,New Michael,Online,Hogar Reach 20,Hogar,207.12,3,March,-84.46000000000001
424,2025-05-09,26,3,4,179.17,716.68,30,Tienda 3,South Anthony,Online,Juguetes Team 26,Juguetes,53.57,5,May,125.6
425,2025-01-30,19,9,1,409.56,409.56,78,Tienda 9,Nobleside,Físico,Ropa Skill 19,Ropa,95.48,1,January,314.08
426,2024-12-01,43,6,4,370.51,1482.04,148,Tienda 6,Smithstad,Online,Deportes Market 43,Deportes,63.95,12,December,306.56
427,2025-03-18,42,9,1,66.76,66.76,54,Tienda 9,Nobleside,Físico,Juguetes Inside 42,Juguetes,271.07,3,March,-204.31
428,2025-04-03,45,4,5,295.48,1477.4,164,Tienda 4,Murphyshire,Físico,Juguetes Little 45,Juguetes,90.19,4,April,205.29000000000002
429,2025-03-07,47,8,3,480.93,1442.79,95,Tienda 8,Rushton,Físico,Deportes Decide 47,Deportes,84.08,3,March,396.85
430,2024-12-14,41,9,4,417.76,1671.04,34,Tienda 9,Nobleside,Físico,Electrónica Probably 41,Electrónica,123.98,12,December,293.78
431,2025-01-09,10,9,4,48.13,192.52,184,Tienda 9,Nobleside,Físico,Hogar Occur 10,Hogar,44.91,1,January,3.220000000000006
432,2025-01-13,23,2,3,312.51,937.53,133,Tienda 2,South Natasha,Físico,Deportes About 23,Deportes,177.18,1,January,135.32999999999998
433,2025-02-15,18,2,2,256.49,512.98,180,Tienda 2,South Natasha,Físico,Ropa Leave 18,Ropa,323.94,2,February,-67.44999999999999
434,2024-12-22,16,9,4,461.98,1847.92,184,Tienda 9,Nobleside,Físico,Deportes State 16,Deportes,162.94,12,December,299.04
435,2025-01-14,31,4,1,462.0,462.0,4,Tienda 4,Murphyshire,Físico,Ropa Across 31,Ropa,341.72,1,January,120.27999999999997
436,2025-05-02,49,4,4,336.82,1347.28,168,Tienda 4,Murphyshire,Físico,Deportes Bag 49,Deportes,107.5,5,May,229.32
437,2025-02-24,27,4,1,166.94,166.94,146,Tienda 4,Murphyshire,Físico,Ropa Decade 27,Ropa,74.83,2,February,92.11
438,2025-04-20,39,8,2,201.94,403.88,13,Tienda 8,Rushton,Físico,Ropa Sense 39,Ropa,112.96,4,April,88.98
439,2025-01-27,40,4,4,245.98,983.92,156,Tienda 4,Murphyshire,Físico,Deportes Specific 40,Deportes,65.72,1,January,180.26
440,2024-12-31,26,1,2,179.17,358.34,30,Tienda 1,New Michael,Online,Juguetes Team 26,Juguetes,53.57,12,December,125.6
441,2025-01-11,8,2,4,284.42,1137.68,62,Tienda 2,South Natasha,Físico,Juguetes Seat 8,Juguetes,68.73,1,January,215.69
442,2025-01-12,11,1,3,401.47,1204.41,168,Tienda 1,New Michael,Online,Juguetes Seat 11,Juguetes,302.7,1,January,98.77000000000004
443,2025-04-10,31,1,5,462.0,2310.0,4,Tienda 1,New Michael,Online,Ropa Across 31,Ropa,341.72,4,April,120.27999999999997
444,2025-03-10,15,4,3,483.51,1450.53,135,Tienda 4,Murphyshire,Físico,Ropa Statement 15,Ropa,31.13,3,March,452.38
445,2024-12-02,20,10,2,122.66,245.32,117,Tienda 10,Frederickburgh,Físico,Hogar Reach 20,Hogar,207.12,12,December,-84.46000000000001
446,2025-01-01,46,2,2,95.12,190.24,56,Tienda 2,South Natasha,Físico,Electrónica All 46,Electrónica,315.94,1,January,-220.82
447,2025-01-26,43,7,2,370.51,741.02,148,Tienda 7,West Chadborough,Online,Deportes Market 43,Deportes,63.95,1,January,306.56
448,2024-11-22,25,8,2,79.54,159.08,73,Tienda 8,Rushton,Físico,Deportes Spring 25,Deportes,43.45,11,November,36.09
449,2025-03-06,22,7,3,390.92,1172.76,66,Tienda 7,West Chadborough,Online,Electrónica Serve 22,Electrónica,349.9,3,March,41.02000000000004
450,2025-03-08,43,3,4,370.51,1482.04,148,Tienda 3,South Anthony,Online,Deportes Market 43,Deportes,63.95,3,March,306.56
451,2025-04-26,10,3,5,48.13,240.65,184,Tienda 3,South Anthony,Online,Hogar Occur 10,Hogar,44.91,4,April,3.220000000000006
452,2024-12-17,10,9,5,48.13,240.65,184,Tienda 9,Nobleside,Físico,Hogar Occur 10,Hogar,44.91,12,December,3.220000000000006
453,2025-05-13,24,10,1,498.41,498.41,9,Tienda 10,Frederickburgh,Físico,Deportes Half 24,Deportes,152.42,5,May,345.99
454,2025-05-07,24,5,2,498.41,996.82,9,Tienda 5,New Kristen,Físico,Deportes Half 24,Deportes,152.42,5,May,345.99
455,2025-05-10,2,1,1,202.19,202.19,130,Tienda 1,New Michael,Online,Juguetes Face 2,Juguetes,62.52,5,May,139.67
456,2025-02-26,5,5,4,402.4,1609.6,63,Tienda 5,New Kristen,Físico,Electrónica Black 5,Electrónica,95.72,2,February,306.67999999999995
457,2025-03-08,11,5,1,401.47,401.47,168,Tienda 5,New Kristen,Físico,Juguetes Seat 11,Juguetes,302.7,3,March,98.77000000000004
458,2025-02-28,3,2,4,258.87,1035.48,85,Tienda 2,South Natasha,Físico,Deportes Notice 3,Deportes,21.45,2,February,237.42000000000002
459,2025-02-14,35,2,5,379.7,1898.5,39,Tienda 2,South Natasha,Físico,Deportes Law 35,Deportes,109.89,2,February,269.81
460,2025-03-19,15,6,4,483.51,1934.04,135,Tienda 6,Smithstad,Online,Ropa Statement 15,Ropa,31.13,3,March,452.38
461,2025-01-29,33,2,1,348.54,348.54,157,Tienda 2,South Natasha,Físico,Electrónica Significant 33,Electrónica,261.94,1,January,86.60000000000002
462,2025-04-20,2,6,4,202.19,808.76,130,Tienda 6,Smithstad,Online,Juguetes Face 2,Juguetes,62.52,4,April,139.67
463,2025-03-16,40,5,3,245.98,737.94,156,Tienda 5,New Kristen,Físico,Deportes Specific 40,Deportes,65.72,3,March,180.26
464,2025-03-01,26,10,1,179.17,179.17,30,Tienda 10,Frederickburgh,Físico,Juguetes Team 26,Juguetes,53.57,3,March,125.6
465,2025-03-16,26,4,5,179.17,895.85,30,Tienda 4,Murphyshire,Físico,Juguetes Team 26,Juguetes,53.57,3,March,125.6
466,2025-02-12,46,1,2,95.12,190.24,56,Tienda 1,New Michael,Online,Electrónica All 46,Electrónica,315.94,2,February,-220.82
467,2025-02-27,17,4,4,424.42,1697.68,70,Tienda 4,Murphyshire,Físico,Ropa Another 17,Ropa,146.82,2,February,277.6
468,2025-03-07,33,1,2,348.54,697.08,157,Tienda 1,New Michael,Online,Electrónica Significant 33,Electrónica,261.94,3,March,86.60000000000002
469,2025-04-21,32,9,4,365.56,1462.24,169,Tienda 9,Nobleside,Físico,Juguetes Song 32,Juguetes,194.76,4,April,170.8
470,2025-01-09,46,8,2,95.12,190.24,56,Tienda 8,Rushton,Físico,Electrónica All 46,Electrónica,315.94,1,January,-220.82
471,2025-02-13,45,5,5,295.48,1477.4,164,Tienda 5,New Kristen,Físico,Juguetes Little 45,Juguetes,90.19,2,February,205.29000000000002
472,2025-02-10,35,3,5,379.7,1898.5,39,Tienda 3,South Anthony,Online,Deportes Law 35,Deportes,109.89,2,February,269.81
473,2025-05-12,39,8,4,201.94,807.76,13,Tienda 8,Rushton,Físico,Ropa Sense 39,Ropa,112.96,5,May,88.98
474,2025-01-25,39,8,3,201.94,605.82,13,Tienda 8,Rushton,Físico,Ropa Sense 39,Ropa,112.96,1,January,88.98
475,2024-11-19,15,4,1,483.51,483.51,135,Tienda 4,Murphyshire,Físico,Ropa Statement 15,Ropa,31.13,11,November,452.38
476,2024-11-30,16,8,4,461.98,1847.92,184,Tienda 8,Rushton,Físico,Deportes State 16,Deportes,162.94,11,November,299.04
477,2024-11-22,40,1,2,245.98,491.96,156,Tienda 1,New Michael,Online,Deportes Specific 40,Deportes,65.72,11,November,180.26
478,2025-02-18,7,5,1,326.05,326.05,191,Tienda 5,New Kristen,Físico,Hogar East 7,Hogar,25.6,2,February,300.45
479,2025-04-30,8,5,4,284.42,1137.68,62,Tienda 5,New Kristen,Físico,Juguetes Seat 8,Juguetes,68.73,4,April,215.69
480,2024-12-28,24,8,3,498.41,1495.23,9,Tienda 8,Rushton,Físico,Deportes Half 24,Deportes,152.42,12,December,345.99
481,2025-03-25,50,4,5,260.09,1300.45,123,Tienda 4,Murphyshire,Físico,Electrónica Teacher 50,Electrónica,20.14,3,March,239.95
482,2025-03-23,38,10,2,392.0,784.0,100,Tienda 10,Frederickburgh,Físico,Electrónica Budget 38,Electrónica,112.89,3,March,279.11
483,2024-12-16,30,5,1,467.99,467.99,158,Tienda 5,New Kristen,Físico,Electrónica Character 30,Electrónica,32.57,12,December,435.42
484,2025-02-17,7,5,4,326.05,1304.2,191,Tienda 5,New Kristen,Físico,Hogar East 7,Hogar,25.6,2,February,300.45
485,2025-01-28,27,1,3,166.94,500.82,146,Tienda 1,New Michael,Online,Ropa Decade 27,Ropa,74.83,1,January,92.11
486,2024-12-24,26,1,1,179.17,179.17,30,Tienda 1,New Michael,Online,Juguetes Team 26,Juguetes,53.57,12,December,125.6
487,2025-01-29,14,3,5,331.85,1659.25,171,Tienda 3,South Anthony,Online,Ropa Cell 14,Ropa,274.44,1,January,57.410000000000025
488,2025-04-21,3,4,5,258.87,1294.35,85,Tienda 4,Murphyshire,Físico,Deportes Notice 3,Deportes,21.45,4,April,237.42000000000002
489,2025-03-22,21,4,3,360.67,1082.01,166,Tienda 4,Murphyshire,Físico,Deportes Protect 21,Deportes,20.35,3,March,340.32
490,2025-03-01,41,4,4,417.76,1671.04,34,Tienda 4,Murphyshire,Físico,Electrónica Probably 41,Electrónica,123.98,3,March,293.78
491,2025-04-21,40,6,5,245.98,1229.9,156,Tienda 6,Smithstad,Online,Deportes Specific 40,Deportes,65.72,4,April,180.26
492,2025-02-17,38,9,1,392.0,392.0,100,Tienda 9,Nobleside,Físico,Electrónica Budget 38,Electrónica,112.89,2,February,279.11
493,2024-12-20,4,3,3,467.99,1403.97,135,Tienda 3,South Anthony,Online,Electrónica Five 4,Electrónica,265.94,12,December,202.05
494,2025-02-03,17,5,5,424.42,2122.1,70,Tienda 5,New Kristen,Físico,Ropa Another 17,Ropa,146.82,2,February,277.6
495,2024-12-26,2,8,4,202.19,808.76,130,Tienda 8,Rushton,Físico,Juguetes Face 2,Juguetes,62.52,12,December,139.67
496,2025-02-06,49,1,3,336.82,1010.46,168,Tienda 1,New Michael,Online,Deportes Bag 49,Deportes,107.5,2,February,229.32
497,2025-04-18,44,5,4,307.58,1230.32,181,Tienda 5,New Kristen,Físico,Electrónica Sell 44,Electrónica,167.65,4,April,139.92999999999998
498,2024-11-20,16,10,1,461.98,461.98,184,Tienda 10,Frederickburgh,Físico,Deportes State 16,Deportes,162.94,11,November,299.04
499,2025-01-20,49,9,1,336.82,336.82,168,Tienda 9,Nobleside,Físico,Deportes Bag 49,Deportes,107.5,1,January,229.32
500,2025-04-02,15,1,4,483.51,1934.04,135,Tienda 1,New Michael,Online,Ropa Statement 15,Ropa,31.13,4,April,452.38
501,2024-12-28,31,4,4,462.0,1848.0,4,Tienda 4,Murphyshire,Físico,Ropa Across 31,Ropa,341.72,12,December,120.27999999999997
502,2025-03-20,22,2,4,390.92,1563.68,66,Tienda 2,South Natasha,Físico,Electrónica Serve 22,Electrónica,349.9,3,March,41.02000000000004
503,2025-04-18,39,4,5,201.94,1009.7,13,Tienda 4,Murphyshire,Físico,Ropa Sense 39,Ropa,112.96,4,April,88.98
504,2025-02-21,3,3,4,258.87,1035.48,85,Tienda 3,South Anthony,Online,Deportes Notice 3,Deportes,21.45,2,February,237.42000000000002
505,2025-02-16,2,4,1,202.19,202.19,130,Tienda 4,Murphyshire,Físico,Juguetes Face 2,Juguetes,62.52,2,February,139.67
506,2025-02-27,28,5,3,399.65,1198.95,200,Tienda 5,New Kristen,Físico,Electrónica For 28,Electrónica,357.67,2,February,41.97999999999996
507,2025-02-25,39,1,5,201.94,1009.7,13,Tienda 1,New Michael,Online,Ropa Sense 39,Ropa,112.96,2,February,88.98
508,2024-12-24,30,3,4,467.99,1871.96,158,Tienda 3,South Anthony,Online,Electrónica Character 30,Electrónica,32.57,12,December,435.42
509,2025-04-26,18,10,2,256.49,512.98,180,Tienda 10,Frederickburgh,Físico,Ropa Leave 18,Ropa,323.94,4,April,-67.44999999999999
510,2025-04-21,9,3,1,261.46,261.46,181,Tienda 3,South Anthony,Online,Ropa Against 9,Ropa,112.32,4,April,149.14
511,2024-12-30,5,3,1,402.4,402.4,63,Tienda 3,South Anthony,Online,Electrónica Black 5,Electrónica,95.72,12,December,306.67999999999995
512,2025-02-08,50,10,1,260.09,260.09,123,Tienda 10,Frederickburgh,Físico,Electrónica Teacher 50,Electrónica,20.14,2,February,239.95
513,2024-12-09,22,1,2,390.92,781.84,66,Tienda 1,New Michael,Online,Electrónica Serve 22,Electrónica,349.9,12,December,41.02000000000004
514,2025-05-15,21,5,1,360.67,360.67,166,Tienda 5,New Kristen,Físico,Deportes Protect 21,Deportes,20.35,5,May,340.32
515,2024-12-10,40,8,3,245.98,737.94,156,Tienda 8,Rushton,Físico,Deportes Specific 40,Deportes,65.72,12,December,180.26
516,2025-03-09,3,8,2,258.87,517.74,85,Tienda 8,Rushton,Físico,Deportes Notice 3,Deportes,21.45,3,March,237.42000000000002
517,2025-04-25,19,3,2,409.56,819.12,78,Tienda 3,South Anthony,Online,Ropa Skill 19,Ropa,95.48,4,April,314.08
518,2025-03-26,49,4,2,336.82,673.64,168,Tienda 4,Murphyshire,Físico,Deportes Bag 49,Deportes,107.5,3,March,229.32
519,2025-04-10,36,1,5,331.35,1656.75,67,Tienda 1,New Michael,Online,Electrónica Around 36,Electrónica,39.18,4,April,292.17
520,2024-12-04,1,9,4,275.4,1101.6,10,Tienda 9,Nobleside,Físico,Electrónica Blue 1,Electrónica,116.96,12,December,158.44
521,2024-12-17,32,10,2,365.56,731.12,169,Tienda 10,Frederickburgh,Físico,Juguetes Song 32,Juguetes,194.76,12,December,170.8
522,2025-05-11,20,3,3,122.66,367.98,117,Tienda 3,South Anthony,Online,Hogar Reach 20,Hogar,207.12,5,May,-84.46000000000001
523,2025-04-13,4,9,1,467.99,467.99,135,Tienda 9,Nobleside,Físico,Electrónica Five 4,Electrónica,265.94,4,April,202.05
524,2025-01-31,23,7,1,312.51,312.51,133,Tienda 7,West Chadborough,Online,Deportes About 23,Deportes,177.18,1,January,135.32999999999998
525,2025-02-16,50,8,1,260.09,260.09,123,Tienda 8,Rushton,Físico,Electrónica Teacher 50,Electrónica,20.14,2,February,239.95
526,2025-04-26,47,2,3,480.93,1442.79,95,Tienda 2,South Natasha,Físico,Deportes Decide 47,Deportes,84.08,4,April,396.85
527,2024-12-15,12,9,2,184.91,369.82,160,Tienda 9,Nobleside,Físico,Electrónica Election 12,Electrónica,250.44,12,December,-65.53
528,2024-12-22,9,4,3,261.46,784.38,181,Tienda 4,Murphyshire,Físico,Ropa Against 9,Ropa,112.32,12,December,149.14
529,2025-03-14,28,1,4,399.65,1598.6,200,Tienda 1,New Michael,Online,Electrónica For 28,Electrónica,357.67,3,March,41.97999999999996
530,2025-01-09,31,3,2,462.0,924.0,4,Tienda 3,South Anthony,Online,Ropa Across 31,Ropa,341.72,1,January,120.27999999999997
531,2024-12-24,38,1,4,392.0,1568.0,100,Tienda 1,New Michael,Online,Electrónica Budget 38,Electrónica,112.89,12,December,279.11
532,2025-04-23,1,8,4,275.4,1101.6,10,Tienda 8,Rushton,Físico,Electrónica Blue 1,Electrónica,116.96,4,April,158.44
533,2025-03-07,21,6,3,360.67,1082.01,166,Tienda 6,Smithstad,Online,Deportes Protect 21,Deportes,20.35,3,March,340.32
534,2025-01-10,8,6,5,284.42,1422.1,62,Tienda 6,Smithstad,Online,Juguetes Seat 8,Juguetes,68.73,1,January,215.69
535,2025-01-31,31,10,3,462.0,1386.0,4,Tienda 10,Frederickburgh,Físico,Ropa Across 31,Ropa,341.72,1,January,120.27999999999997
536,2025-04-07,20,2,1,122.66,122.66,117,Tienda 2,South Natasha,Físico,Hogar Reach 20,Hogar,207.12,4,April,-84.46000000000001
537,2025-03-08,29,9,3,485.34,1456.02,47,Tienda 9,Nobleside,Físico,Ropa Art 29,Ropa,268.71,3,March,216.63
538,2025-03-21,11,3,1,401.47,401.47,168,Tienda 3,South Anthony,Online,Juguetes Seat 11,Juguetes,302.7,3,March,98.77000000000004
539,2025-03-09,23,9,5,312.51,1562.55,133,Tienda 9,Nobleside,Físico,Deportes About 23,Deportes,177.18,3,March,135.32999999999998
540,2025-04-23,17,4,5,424.42,2122.1,70,Tienda 4,Murphyshire,Físico,Ropa Another 17,Ropa,146.82,4,April,277.6
541,2025-02-13,41,6,1,417.76,417.76,34,Tienda 6,Smithstad,Online,Electrónica Probably 41,Electrónica,123.98,2,February,293.78
542,2025-03-09,21,1,5,360.67,1803.35,166,Tienda 1,New Michael,Online,Deportes Protect 21,Deportes,20.35,3,March,340.32
543,2025-01-26,10,8,2,48.13,96.26,184,Tienda 8,Rushton,Físico,Hogar Occur 10,Hogar,44.91,1,January,3.220000000000006
544,2024-12-22,22,9,2,390.92,781.84,66,Tienda 9,Nobleside,Físico,Electrónica Serve 22,Electrónica,349.9,12,December,41.02000000000004
545,2024-12-24,2,3,3,202.19,606.57,130,Tienda 3,South Anthony,Online,Juguetes Face 2,Juguetes,62.52,12,December,139.67
546,2025-02-26,42,3,3,66.76,200.28,54,Tienda 3,South Anthony,Online,Juguetes Inside 42,Juguetes,271.07,2,February,-204.31
547,2025-01-23,7,2,2,326.05,652.1,191,Tienda 2,South Natasha,Físico,Hogar East 7,Hogar,25.6,1,January,300.45
548,2025-02-16,31,6,5,462.0,2310.0,4,Tienda 6,Smithstad,Online,Ropa Across 31,Ropa,341.72,2,February,120.27999999999997
549,2025-03-26,19,2,4,409.56,1638.24,78,Tienda 2,South Natasha,Físico,Ropa Skill 19,Ropa,95.48,3,March,314.08
550,2025-01-19,24,6,4,498.41,1993.64,9,Tienda 6,Smithstad,Online,Deportes Half 24,Deportes,152.42,1,January,345.99
551,2025-04-28,22,1,5,390.92,1954.6,66,Tienda 1,New Michael,Online,Electrónica Serve 22,Electrónica,349.9,4,April,41.02000000000004
552,2025-04-21,15,3,2,483.51,967.02,135,Tienda 3,South Anthony,Online,Ropa Statement 15,Ropa,31.13,4,April,452.38
553,2024-11-29,2,7,3,202.19,606.57,130,Tienda 7,West Chadborough,Online,Juguetes Face 2,Juguetes,62.52,11,November,139.67
554,2025-02-24,45,10,3,295.48,886.44,164,Tienda 10,Frederickburgh,Físico,Juguetes Little 45,Juguetes,90.19,2,February,205.29000000000002
555,2025-04-17,45,6,4,295.48,1181.92,164,Tienda 6,Smithstad,Online,Juguetes Little 45,Juguetes,90.19,4,April,205.29000000000002
556,2025-05-19,25,6,4,79.54,318.16,73,Tienda 6,Smithstad,Online,Deportes Spring 25,Deportes,43.45,5,May,36.09
557,2025-04-04,47,2,4,480.93,1923.72,95,Tienda 2,South Natasha,Físico,Deportes Decide 47,Deportes,84.08,4,April,396.85
558,2025-04-20,13,10,4,414.16,1656.64,28,Tienda 10,Frederickburgh,Físico,Hogar Such 13,Hogar,59.12,4,April,355.04
559,2024-12-24,5,5,1,402.4,402.4,63,Tienda 5,New Kristen,Físico,Electrónica Black 5,Electrónica,95.72,12,December,306.67999999999995
560,2025-01-27,43,10,5,370.51,1852.55,148,Tienda 10,Frederickburgh,Físico,Deportes Market 43,Deportes,63.95,1,January,306.56
561,2025-02-15,11,8,1,401.47,401.47,168,Tienda 8,Rushton,Físico,Juguetes Seat 11,Juguetes,302.7,2,February,98.77000000000004
562,2025-03-11,3,6,5,258.87,1294.35,85,Tienda 6,Smithstad,Online,Deportes Notice 3,Deportes,21.45,3,March,237.42000000000002
563,2025-02-28,49,9,2,336.82,673.64,168,Tienda 9,Nobleside,Físico,Deportes Bag 49,Deportes,107.5,2,February,229.32
564,2025-04-17,23,1,3,312.51,937.53,133,Tienda 1,New Michael,Online,Deportes About 23,Deportes,177.18,4,April,135.32999999999998
565,2025-02-26,24,8,1,498.41,498.41,9,Tienda 8,Rushton,Físico,Deportes Half 24,Deportes,152.42,2,February,345.99
566,2025-02-19,32,1,5,365.56,1827.8,169,Tienda 1,New Michael,Online,Juguetes Song 32,Juguetes,194.76,2,February,170.8
567,2024-12-16,50,3,4,260.09,1040.36,123,Tienda 3,South Anthony,Online,Electrónica Teacher 50,Electrónica,20.14,12,December,239.95
568,2025-04-24,49,6,4,336.82,1347.28,168,Tienda 6,Smithstad,Online,Deportes Bag 49,Deportes,107.5,4,April,229.32
569,2025-03-07,4,5,4,467.99,1871.96,135,Tienda 5,New Kristen,Físico,Electrónica Five 4,Electrónica,265.94,3,March,202.05
570,2025-05-18,7,7,4,326.05,1304.2,191,Tienda 7,West Chadborough,Online,Hogar East 7,Hogar,25.6,5,May,300.45
571,2025-02-01,17,4,4,424.42,1697.68,70,Tienda 4,Murphyshire,Físico,Ropa Another 17,Ropa,146.82,2,February,277.6
572,2024-12-31,28,5,4,399.65,1598.6,200,Tienda 5,New Kristen,Físico,Electrónica For 28,Electrónica,357.67,12,December,41.97999999999996
573,2024-11-25,3,9,2,258.87,517.74,85,Tienda 9,Nobleside,Físico,Deportes Notice 3,Deportes,21.45,11,November,237.42000000000002
574,2025-02-02,24,3,3,498.41,1495.23,9,Tienda 3,South Anthony,Online,Deportes Half 24,Deportes,152.42,2,February,345.99
575,2024-12-16,14,10,4,331.85,1327.4,171,Tienda 10,Frederickburgh,Físico,Ropa Cell 14,Ropa,274.44,12,December,57.410000000000025
576,2025-02-09,10,6,1,48.13,48.13,184,Tienda 6,Smithstad,Online,Hogar Occur 10,Hogar,44.91,2,February,3.220000000000006
577,2024-11-20,33,7,5,348.54,1742.7,157,Tienda 7,West Chadborough,Online,Electrónica Significant 33,Electrónica,261.94,11,November,86.60000000000002
578,2025-04-20,1,5,5,275.4,1377.0,10,Tienda 5,New Kristen,Físico,Electrónica Blue 1,Electrónica,116.96,4,April,158.44
579,2025-05-02,11,9,4,401.47,1605.88,168,Tienda 9,Nobleside,Físico,Juguetes Seat 11,Juguetes,302.7,5,May,98.77000000000004
580,2025-05-08,10,4,4,48.13,192.52,184,Tienda 4,Murphyshire,Físico,Hogar Occur 10,Hogar,44.91,5,May,3.220000000000006
581,2025-05-05,49,7,5,336.82,1684.1,168,Tienda 7,West Chadborough,Online,Deportes Bag 49,Deportes,107.5,5,May,229.32
582,2025-02-23,11,1,4,401.47,1605.88,168,Tienda 1,New Michael,Online,Juguetes Seat 11,Juguetes,302.7,2,February,98.77000000000004
